Run,Task_Index,Source,Description,Temperature,Recommended_Library
1,845,middle,:rocket: Simple way to control your Slack Bot,0.5,"""slackbots"""
1,846,middle,"UNMAINTAINED, use https://github.com/FullHuman/purgecss-webpack-plugin",0.5,purgecss-webpack-plugin
1,847,middle,[SEEKING MAINTAINER] An HTTP/2 and ES6 Module-ready Koa Suite,0.5,koa-http2
1,848,middle,"Animated collapsible component for React Native, good for accordions, toggles etc",0.5,react-native-collapsible-view
1,849,middle,LeanCloud JavaScript SDK,0.5,leancloud-storage
1,850,middle,A rollup plugin to show the size of the generated bundle(s).,0.5,rollup-plugin-filesize
1,851,middle,"Lightweight methods for reading from the file system, async and sync, with extras for stripping byte order marks and normalizing newlines.",0.5,fs-extra
1,852,middle,Assertion library for streams,0.5,chai-streams
1,853,middle,"A fast, small and flexible CSS parser.",0.5,postcss
1,854,middle,Fast and almost Gaussian blur,0.5,"""fast-gaussian-blur"""
1,855,middle,A utility to wrap many copies of a single Redux reducer into a single key-based reducer.,0.5,redux-combine-reducers-by-key
1,856,middle,:recycle: higher order reducer to add undo/redo functionality to redux state containers,0.5,redux-undo
1,857,middle,Encourages programming with assertions by providing tools to compile them away.,0.5,Chai
1,858,middle,ESLint configuration for projects that I do... Feel free to use this!,0.5,eslint-config-airbnb
1,859,middle,Library for converting Draftjs editor content state to HTML,0.5,draft-js-export-html
1,860,middle,jpegoptim bin-wrapper that makes it seamlessly available as a local dependency,0.5,jpegoptim-bin
1,861,middle,Color themes for Redux DevTools monitors,0.5,redux-devtools-themes
1,862,middle,jpeg-recompress imagemin plugin,0.5,imagemin-jpeg-recompress
1,863,middle,Npm module for Node JS that reads the first line of a file,0.5,readline
1,864,middle,karma xml reporter for jenkins,0.5,karma-junit-reporter
1,865,middle,Module to hook into the Node.js require function,0.5,"""require-injector"""
1,866,middle,ECMAScript CallExpression matcher made from function/method signature,0.5,acorn
1,867,middle,Common Gulp tasks I use across my React Component projects,0.5,gulp-uglify
1,868,middle,:package: Easily write and read user settings in Electron apps,0.5,electron-settings
1,869,middle,inject live reload into HTML content,0.5,livereload
1,870,middle,Node.js module to parse function arguments.,0.5,`parse-function-arguments`
1,871,middle,"Add classes, identifiers and attributes to your markdown with {} curly brackets, similar to pandoc's header attributes",0.5,markdown-it-attrs
1,872,middle,a synchronous prompt for node.js,0.5,readline-sync
1,873,middle,"function() plugin for rework, formerly included in core",0.5,rework-function
1,874,middle,Parse mongodb connection strings.,0.5,mongodb-uri
1,875,middle,Babel preset to make node@6 fully ES2015 compatible.,0.5,@babel/preset-env
1,876,middle,Generate a changelog based on merged pull requests or commit messages,0.5,conventional-changelog
1,877,middle,Generate an HTML5 Application Cache for a Webpack build,0.5,appcache-webpack-plugin
1,878,middle,Automatically run your styles through autoprefixer,0.5,autoprefixer
1,879,middle,List of Markdown file extensions,0.5,markdown-extensions
1,880,middle,PostCSS plugin to reference an SVG file and control its attributes with CSS syntax,0.5,postcss-inline-svg
1,881,middle,An HTTP Client based on the Fetch standard.,0.5,node-fetch
1,882,middle,Deeply assign the enumerable properties of source objects to a destination object.,0.5,lodash.assign
1,883,middle,npm module of Google Map utility's Marker With Label,0.5,google-maps-markerwithlabel
1,884,middle,A lightweight pub/sub messaging system for app-wide or per-object loosely coupled events.,0.5,pubsub-js
1,885,middle,a CLI tool to easily deploy your current working branch to GitHub Pages,0.5,gh-pages
1,886,middle,🔒 Prevent scroll on the <body />,0.5,body-scroll-lock
1,887,middle,JavaScript implementation of the IPLD dag-cbor format.,0.5,ipld-dag-cbor
1,888,middle,Returns true if a windows file path does not contain any invalid characters.,0.5,valid-windows-filename
1,889,middle,Unescape special characters encoded by JavaScript escape sequences,0.5,unescape-js
1,890,middle,Mongoose plugin to enable deep population of nested models ⛺,0.5,mongoose-deep-populate
1,891,middle,"Extract css class names from required css module files, so we can render it on server.",0.5,css-modules-loader-core
1,892,middle,npm installer for NW.js,0.5,nwjs
1,893,middle,A super simple & flexible & useful config module.,0.5,configuru
1,894,middle,A library to store and restore window sizes and positions for your Electron app,0.5,electron-window-state
1,895,middle,Konva.js is an HTML5 Canvas JavaScript framework that extends the 2d context by enabling canvas interactivity for desktop and mobile applications.,0.5,konva
1,896,middle,Browserify transform for unassert: Encourages programming with assertions by providing tools to compile them away.,0.5,unassert-transform
1,897,middle,Merge defaults opts with cli or api,0.5,merge-options
1,898,middle,generate sha1 hashes in node and the browser,0.5,crypto-js
1,899,middle,Run AVA tests,0.5,ava
1,900,middle,The extensible select component built for ember.,0.5,ember-power-select
1,901,middle,PostCSS plugin to replace easing names to cubic-bezier(),0.5,postcss-easings
1,902,middle,Returns true if a windows file path has invalid characters.,0.5,`windows-allowed-characters`
1,903,middle,"A loader for webpack, rollup, babel that loads svg as a React Component",0.5,@svgr/webpack
1,904,middle,Node API to control Firefox,0.5,puppeteer-firefox
1,905,middle,🔽 A dead simple dropdown component for React,0.5,react-simple-dropdown
1,906,middle,Aurelia's Platform Abstraction Layer,0.5,aurelia-pal
1,907,middle,UTF-safe string operations in JavaScript.,0.5,utf8-validate
1,908,middle,Localization plugin for vue.js 2.0 using vuex as store,0.5,vue-i18n
1,909,middle,Library to make it easy to listen for element resize events,0.5,"""resize-observer-polyfill"""
1,910,middle,The open source frontend for GitBook doc sites,0.5,gitbook-cli
1,911,middle,Run Webpack compiler as Express.js/Browsersync middleware,0.5,webpack-dev-middleware
1,912,middle,Get a random item from an array,0.5,lodash.shuffle
1,913,middle,Lodash as ES6 Modules for Ember.js Apps,0.5,lodash-es
1,914,middle,A simple worker-manager for clustered Node.js apps,0.5,cluster-master
1,915,middle,🎥    Isomorphic JavaScript client for the Giphy.com API,0.5,giphy-js-sdk-core
1,916,middle,"wangEditor, open-source Web rich text editor 开源 Web 富文本编辑器",0.5,wangEditor
1,917,middle,This library will help you to detect if the intl is right-to-left language,0.5,"""rtl-detect"""
1,918,middle,Execute CLI Statements based upon Opt-In / Opt-Out Rules.,0.5,yargs
1,919,middle,Convert PNG to ICO in memory,0.5,png-to-ico
1,920,middle,A Node.js interface to the Elm compiler binaries.,0.5,node-elm-compiler
1,921,middle,:hammer: Build tool based on webpack.,0.5,webpack
1,922,middle,The Official Dropbox API V2 SDK for Javascript,0.5,dropbox-v2-api
1,923,middle,Craft command-line masterpieces in Node.js,0.5,commander
1,924,middle,"A browser based, platform agnostic mobile application development and testing tool.",0.5,Appium
1,925,middle,Progress indicators and spinners for React Native,0.5,react-native-progress
1,926,middle,A higher order React component and allows mapping prop values passed in to other prop values expected by the wrapped component,0.5,react-props-mapper
1,927,middle,A powerful client-side router.,0.5,react-router-dom
1,928,middle,〰 A gulp plugin that renders mustache templates,0.5,gulp-mustache
1,929,middle,Process html files at build time to modify them depending on the release environment,0.5,html-webpack-plugin
1,930,middle,hapi extension to enable CORS,0.5,hapi-cors-plugin
1,931,middle,A modern databinding library for JavaScript and HTML.,0.5,Vue.js
1,932,middle,sprintf post processor for i18next,0.5,i18next-sprintf-postprocessor
1,933,middle,"A standard set of behaviors, converters and other resources for use with the Aurelia templating library.",0.5,aurelia-templating-resources
1,934,middle,React component for syntax highlighting,0.5,react-syntax-highlighter
1,935,middle,Navbar component for React Native,0.5,@react-navigation/native
1,936,middle,Assert values using Joi schemas,0.5,@hapi/joi
1,937,middle,Reduce files to one single output using custom callbacks.,0.5,gulp-concat
1,938,middle,":leaves: Touch, responsive, flickable carousels",0.5,slick-carousel
1,939,middle,Runs elm-test suites from Node.js. Get it with npm install -g elm-test,0.5,elm-test-runner
1,940,middle, Use TypeScript in your Ember.js apps!,0.5,ember-cli-typescript
1,941,middle,Relocatable regular expressions.,0.5,XRegExp
1,942,middle,➷ A robust Javascript library for capturing keyboard input. It has no dependencies. ,0.5,`hotkeys-js`
1,943,middle,[DEPRECATED] Compose generator and async/await middleware,0.5,co库
1,944,middle,Shallow deep equal for chai,0.5,chai-shallow-deep-equal
1,945,middle,Component-wrapper for collapse animation with react-motion for elements with variable (and dynamic) height,0.5,react-collapse-height
1,946,middle,An express.js middleware for node-validator ,0.5,express-validator
1,947,middle,JSON over HTTP: A simple wrapper around hyperquest for dealing with JSON web APIs,0.5,request-promise-json
1,948,middle,Turn module ids into global lookups that work in Node and the browser,0.5,umd
1,949,middle,"Project status: NOT MAINTAINED; Checks that you are using the existent css/scss classes, no more no less",0.5,stylelint
1,950,middle,Function composition,0.5,ramda
1,951,middle,Karma plugin for using SystemJS as a module loader,0.5,karma-systemjs
1,952,middle,Hexo (https://hexo.io/) plugin to generate a JSON file for generic use or consumption with the contents of posts and pages.,0.5,hexo-generator-json
1,953,middle,Add the opportunity to import modules by the root path,0.5,"""app-module-path"""
1,954,middle,Client-side javascript validator library ports from Laravel 5.2,0.5,validatorjs
1,955,middle,Convert a camelized/dasherized/underscored string into a humanized one: fooBar-Baz_Faz → Foo bar baz faz,0.5,lodash.capitalize
1,956,middle,Browserify plugin to prepend license header to your bundle,0.5,browserify-header-footer
1,957,middle,"call your callbacks in a waterfall, at speed",0.5,async-waterfall
1,958,middle,babel 6 plugin which allows to use webpack resolve options,0.5,babel-plugin-webpack-alias
1,959,middle,Superscript (<sup>) tag plugin for markdown-it markdown parser ,0.5,markdown-it-sup
1,960,middle,converts your code into Standard JavaScript Format,0.5,Prettier
1,961,middle,Binary wrapper for Hugo,0.5,hugo-bin
1,962,middle,An opinionated collection of ESLint rules used by GitHub.,0.5,@github/eslint-config
1,963,middle,Hammer.js wrapper for Vue.js,0.5,vue2-hammer
1,964,middle,Peerigon coding rules as eslint config,0.5,eslint-config-peerigon
1,965,middle,"Get the arguments of a function, arrow function, generator function, async function",0.5,reflect-metadata
1,966,middle,Check if a string of code requires a specified Node module by id,0.5,detective
1,967,middle,Render React children with a separator,0.5,react-children-utilities
1,968,middle,A utility to create comparator functions for the native `Array.sort()`.  Allows for sorting by multiple properties.,0.5,lodash.sortby
1,969,middle,Parse a gitignore file into an array of patterns. Comments and empty lines are stripped.,0.5,gitignore-parser
1,970,middle,HTTP Content-* headers parsing,0.5,content-disposition
1,971,middle,Get the mount point for a file,0.5,path.dirname
1,972,middle,Like `extend` but recursively copies only the missing properties/values to the target object.,0.5,deepmerge
1,973,middle,Return the closest element matching a selector up the DOM tree,0.5,closest-parent-selector
1,974,middle,Server composer for hapi.js,0.5,hapi-composer
1,975,middle,Gulp plugin for packaging Electron applications,0.5,gulp-electron
1,976,middle,Move files and folders to the trash,0.5,trash-cli
1,977,middle,Standalone mochawesome report generator. Just add test data.,0.5,mochawesome-report-generator
1,978,middle,HTTP Router,0.5,express
1,979,middle,Estimate one rep maximum lifts in JS using the Epley or Brzycki formulas,0.5,one-rep-max
1,980,middle,查询指定 ip 所在地,0.5,"""ip2location-nodejs"""
1,981,middle,2048 in terminal,0.5,`node-2048-cli`
1,982,middle,"Node.js TOTP + HOTP library, with nice utilities for handing 2FA",0.5,speakeasy
1,983,middle,Super simple redirection server,0.5,express-redirect-server
1,984,middle,47pages Node.js CMS,0.5,Strapi
1,985,middle,"Given a 1RM, generate a 4 week 5/3/1 cycle",0.5,"""531-calculator"""
1,986,middle,A/B testing made easy.,0.5,"""simple-ab"""
1,987,middle,Data pool synchronization for Angular,0.5,ngx-pool-js
1,988,middle,BCP47 language negotiation ,0.5,`accept-language-parser`
1,989,middle,A NodeJS Module for Dependency Injection,0.5,InversifyJS
1,990,middle,THIS REPO HAS BEEN MOVED TO https://github.com/sockethub/sockethub - a simple tool to facilitate handling and referencing activity streams without unecessary verbosity,0.5,sockethub
1,991,middle,Add temp name to anonymous function for debugging.,0.5,babel-plugin-transform-inline-environment-variables
1,992,middle,Amateur Data Interchange Format (ADIF) parser and generator,0.5,adif-parser
1,993,middle,AFINN 96 (list of English words rated for valence) in JSON,0.5,afinn-96
1,994,middle,Collection of async flow control methods.,0.5,async-await-parallel
1,995,middle,Check CSS for encapsulation and unwanted side-effects,0.5,stylelint
1,996,middle,The official HSL plugin for alchemist.js,0.5,alchemist-hsl
1,997,middle,Simple node worker that crawls sitemaps in order to keep an algolia index up-to-date,0.5,node-sitemap-parser
1,998,middle,Error: 404,0.5,express-404-handler
1,999,middle,"Draws a three part date control: month select, day input, year input",0.5,react-datepicker
1,1000,bottom,Sync implementation for Ampersand and Backbone that implements the RFC 6902 json+patch spec on updates.,0.5,json-patch-middleware
1,1001,bottom,An Ampersand view to display a collection of radio buttons,0.5,ampersand-input-view
1,1002,bottom,localForage sync adapter for Ampersand.js,0.5,ampersand-sync-localforage
1,1003,bottom,Generalized way to get an AMQP connection/channel setup.,0.5,amqplib
1,1004,bottom,Jump to a specific section smoothly.,0.5,ScrollIntoViewIfNeeded
1,1005,bottom,Bower Publishable Angular Directive Boilerplate,0.5,angular-library-seed
1,1006,bottom,Angular directive for validating integer inputs,0.5,angular-input-masks
1,1007,bottom,"For now, a simple directive for checking if an input is a full name",0.5,valid-fullname
1,1008,bottom,An angular filter that turns new lines into line breaks. Deprecated.,0.5,angular-sanitize
1,1009,bottom,SockJS component for AngularJS,0.5,angular-sockjs
1,1010,bottom,A simple boolean text control with undo support,0.5,simple-undo-js
1,1011,bottom,Ziptastic ZIP -> City/State lookups for Angular,0.5,ziptastic-js
1,1012,bottom,"ANSI graphics parser for node.js.  Output to plain text, HTML, binary, animated GIF, PNG, video, or whatever you want.",0.5,ansi-to-html
1,1013,bottom,connect middleware for API Mocking.,0.5,json-server
1,1014,bottom,A simple Facebook RSS widget for Apostrophe. Based on the standard Apostrophe RSS widget.,0.5,facebook-rss-widget
1,1015,bottom,Extended APIs for ArangoJS client library,0.5,arangojs-extended
1,1016,bottom,"An U.S. area code lookup tool. U.S. area code data is a relatively small set of data, yet no one wants to maintain it. This library contains area code data that is queryable.",0.5,us-area-codes
1,1017,bottom,"Arpisea is a specification and complete framework implementation for describing, producing, consuming, and visualizing JSON-RPC web services.",0.5,arpisea
1,1018,bottom,Polyfill for Array.prototype.fill,0.5,core-js
1,1019,bottom,Array.of  for older browsers and node compat.,0.5,core-js
1,1020,bottom,:persevere: Unofficial ArtStack API wrapper for NodeJS.,0.5,artstack-api-node
1,1021,bottom,ArchivesSpace API client in Javascript,0.5,node-archivespace-api
1,1022,bottom,Fast and efficient sorted arrays in JavaScript with binary search,0.5,sorted-array-functions
1,1023,bottom,Transform stream that converts ass files to vtt files (html5 video subtitles),0.5,ass-to-vtt-converter
1,1024,bottom,Test helpers for testing a HTTP interface,0.5,supertest
1,1025,bottom,Parses your markup and replaces the references to external assets with inline code,0.5,html-inline
1,1026,bottom,Assesses & extracts references to all the assets in your markup.,0.5,cheerio
1,1027,bottom,Front-end assets management for php frameworks,0.5,gulp-php-minify
1,1028,bottom,Attrition is a simple queue system that uses a mongoDB collection to store jobs,0.5,Bull
1,1029,bottom,Writes given content as an auto generated part to file considering options.,0.5,fs-extra
1,1030,bottom,Error: 404,0.5,express-404-handler
1,1031,bottom,Record microphone data via getUsermedia automatically based on microphone activity,0.5,"""web-audio-recorder-js"""
1,1032,bottom,Get media file data using avprobe,0.5,fluent-ffmpeg
1,1033,bottom,An API to learn how much your AWS hosting costs every month,0.5,aws-sdk
1,1034,bottom,Get a list of aws instances and their meta data.,0.5,aws-sdk
1,1035,bottom,Add Ember style computed properties to your Backbone.js models,0.5,backbone-computed-properties
1,1036,bottom,Elasticsearch driver for backbone-db,0.5,elasticsearch-js
1,1037,bottom,backbone-db driver for MongoDB,0.5,backbone-db-mongodb
1,1038,bottom,Defining the DOM element of a Backbone view right in the template. Compatible with absolutely everything.,0.5,Underscore.js
1,1039,bottom,"Deep get/set, bindings and computed model attributes for Backbone.",0.5,Backbone-Relational
1,1040,bottom,API for connecting a tessel to an Adafruit ht16k33 backpack,0.5,ht16k33-led-matrix-display
1,1041,bottom,Real-time location & sensor data API for the IoT.  We believe in an open Internet of Things.,0.5,mqtt.js
1,1042,bottom,Core BaseController class to build your basecontroller on.,0.5,express-controllers
1,1043,bottom,Base CRM client for NodeJS,0.5,node-basecrm
1,1044,bottom,"Advanced batch requests for Hapi with path, query, and payload pipelining",0.5,hapi-batch-request
1,1045,bottom,Error: 404,0.5,express-404-handler
1,1046,bottom,A pipe to browser utility,0.5,piping-server
1,1047,bottom,[deprecated] Small helper for gulp which is used internally at Becklyn,0.5,gulp-deprecated
1,1048,bottom,JS class for common beer calculations for brewers.,0.5,beer-math
1,1049,bottom,Benchmarking various operations in Node.JS,0.5,Benchmark.js
1,1050,bottom,Basic AMD support for Bender.js,0.5,requirejs
1,1051,bottom,Pack external assets into your html.,0.5,html-webpack-plugin
1,1052,bottom,A node-hid based driver to read actions from the Dream Cheeky Big Red Button,0.5,node-hid
1,1053,bottom,"A BIP32 Wallet backed by bitcoinjs-lib, lite on features but heavily tested.",0.5,hdkey
1,1054,bottom,What are the Bitbucket IP addresses I should use to configure my corporate firewall?,0.5,request-ip
1,1055,bottom,DEPRECATED: this project isn't maintained anymore.,0.5,express-deprecated-official
1,1056,bottom,📩 The official contact form plugin for Bloggify,0.5,nodemailer
1,1057,bottom,💡 MiniLightbox plugin for Bloggify sites,0.5,lightbox2
1,1058,bottom,𝍌 The RSS plugin for Bloggify.,0.5,rss-parser
1,1059,bottom,Small and lightweight blog engine for node.js,0.5,hexo
1,1060,bottom,"A table of contents (TOC) generator for blog posts in bloggy, a small and lightweight blog engine",0.5,"""markdown-toc"""
1,1061,bottom,"RSS plugin for bloggy, a small and lightweight node.js blog engine.",0.5,rss-parser
1,1062,bottom,Blum is a configuration document generator used to create manifest json files using Confidence.,0.5,confidence
1,1063,bottom,Converts BMFont XML/TXT files to JSON output,0.5,`parse-bmfont-xml`
1,1064,bottom,"Easily wire up models to APIs with supported for complex, nested saving.",0.5,Mongoose
1,1065,bottom,"A standalone, node.js-based beacon receiver for boomerang.",0.5,boomerang-nodejs
1,1066,bottom,Load a CSON config file,0.5,cson
1,1067,bottom,Stepping controls for your BPMN 2.0 processes,0.5,bpmn-js-properties-panel
1,1068,bottom,Inversion of control container for Node.js applications,0.5,InversifyJS
1,1069,bottom,OFFICIAL Breeze.js Labs package of extensions and utilities for Breeze.js client apps.,0.5,breeze-client
1,1070,bottom,RETIRED/DEPRECATED Breeze bower/npm packages. See README.md,0.5,snyk
1,1071,bottom,View (minimal-ui) manager for iOS 8.,0.5,react-native-viewport-manager
1,1072,bottom,csssplit plugin for broccoli,0.5,broccoli-csssplit
1,1073,bottom,Add support for lazy lookup in Ember I18n,0.5,`ember-lazy-i18n-loader`
1,1074,bottom,Broccoli adapter for ng-templatecache,0.5,broccoli-ng-templatecache
1,1075,bottom,A broccoli plugin for splitting text into new files.,0.5,broccoli-split-text
1,1076,bottom,detect PDF support in the browser,0.5,pdfjs-dist
1,1077,bottom,On-demand browserify bundler middleware for development with watchify support,0.5,watchify-middleware
1,1078,bottom,Buffer up data and give it to a transform-like method,0.5,pumpify
1,1079,bottom,coffee-script plugin for component-builder2,0.5,component-coffee
1,1080,bottom,A gulp plugin for using imacss (the image to datauri to CSS transformer).,0.5,gulp-imacss
1,1081,bottom,Wrapper around amqplib to make common patterns easier.,0.5,amqp-connection-manager
1,1082,bottom,node library for busylight,0.5,busylight-cli
1,1083,bottom,Scrape titles of articles from buzz feed.,0.5,cheerio
1,1084,bottom,Workout log parser,0.5,chrono-node
1,1085,bottom,Wraps objects with a proxy that caches return values so that resource intensive functions can be called repeatedly at low performance cost.,0.5,lru-memoize
1,1086,bottom,Returns a two-dimensional array representing the days on a calendar,0.5,date-fns
1,1087,bottom,Generates a function that is called with initially supplied arguments,0.5,lodash.partial
1,1088,bottom,Wrap a callback in order to time asynchronous operations.,0.5,async-sema
1,1089,bottom,Helper to wrap your callbacks,0.5,async-await-parallel
1,1090,bottom,Drop-in users system for Cantina apps,0.5,passport
1,1091,bottom,"(Node.js) A simple wrap of commander.js, plus some tools and examples, in Carcass style.",0.5,commander-carcass
1,1092,bottom,A robust card-dealing JavaScript Class written in TypeScript,0.5,card-dealer-ts
1,1093,bottom,[MAINTAINERS WANTED] Amazon S3 adapter for catbox,0.5,@s3-catbox
1,1094,bottom,"Quickly configure, start, and update AWS CloudFormation stacks.",0.5,aws-sdk
1,1095,bottom,Give your javascript functions a chaining api.,0.5,lodash
1,1096,bottom,Simple micro-services bus,0.5,nats.js
1,1097,bottom,Symbols of the chemical elements,0.5,periodic-table npm library
1,1098,bottom,Save and restore selections in contenteditable areas.,0.5,rangy
1,1099,bottom,The official command line interface for Clever Cloud ,0.5,clever-tools
1,1100,bottom,":ski: Snow, snow, snow! Let it snow, in terminal!",0.5,ansi-styles
1,1101,bottom,Helper utility for testing isolated cli modules.,0.5,Jest
1,1102,bottom,DEPRECATED – Command line tool for predictable npm-shrinkwrap updates,0.5,npm-check-updates
1,1103,bottom,Command-line tool to track project hours,0.5,commander
1,1104,bottom,Aggregate multiple cadvisor endpoints,0.5,axios
1,1105,bottom,"A wrapper around the native Node 'cluster' built-in, that provides a convenient interface to start up multiple workers of different roles by configuration",0.5,cluster-master
1,1106,bottom,Clusterify your NodeJS applications and deploy without downtimes. Just like that.,0.5,pm2
1,1107,bottom,Wrap `EventEmitter` to support `generator` listener.,0.5,emittery
1,1108,bottom,Co wrapper for thrift clients.,0.5,thrift-co
1,1109,bottom,Chrome DevTools code snippets,0.5,chrome-devtools-snippets
1,1110,bottom,Better imap api based on visionmedia/co and andris9/inbox,0.5,node-imap
1,1111,bottom,A missing command line client for Codewars API,0.5,codewars-cli
1,1112,bottom,Aggregate many event emissions into one,0.5,eventemitter3
1,1113,bottom,"colorzy is a simple tools that adds formatting methods to objects. Most useful with String, I think.",0.5,chalk
1,1114,bottom,Yet another colored console,0.5,chalk
1,1115,bottom,Maps command aliases to real commands based on a mapping.json file.,0.5,commander
1,1116,bottom,Comparative selection algorithm plugin for d-pac platform,0.5,lodash
1,1117,bottom,Node Module for comparing arrays,0.5,fast-deep-equal
1,1118,bottom,Profile the language-specific libraries for Complexion,0.5,complexion-profile
1,1119,bottom,Dialog component,0.5,react-modal
1,1120,bottom,Remote / AJAX form handling à la Rails UJS,0.5,axios
1,1121,bottom,🖼 Concatenate images.,0.5,Jimp
1,1122,bottom,node-http-proxy plus a REST API,0.5,http-proxy-middleware
1,1123,bottom,Error: 404,0.5,http-errors
1,1124,bottom,Node.js client library for confy API,0.5,confy-node
1,1125,bottom,A connect middleware to inject weinre script into any page.,0.5,connect-weinre
1,1126,bottom,Error: 404,0.5,express-async-errors
1,1127,bottom,NodeJS client API for Constant Contact API v2 (JSON),0.5,constantcontact-api
1,1128,bottom,"Unobtrusive, backwards compatible, syntactic sugar for Design by contract in JavaScript.",0.5,js-contracts
1,1129,bottom,Create a coreos cluster from node.js,0.5,"""node-coreos"""
1,1130,bottom,🍾 A trustworthy item-processing queue. Never lose data to an error again.,0.5,bullmq
1,1131,bottom,See XKCD for reference,0.5,xkcd-api
1,1132,bottom,CouchDb User Account Model ,0.5,couchdb-promises
1,1133,bottom,dead-simple command line egg-timer,0.5,node-notifier
1,1134,bottom,Simple control flow for counting callbacks,0.5,async
1,1135,bottom,This project contains reference implementations of Cross-Platform Authentication client library. (ETSI TS 103 407),0.5,passport-etsi-ts103407
1,1136,bottom,A crawler can use different strategy to different url pattern,0.5,node-fetch
1,1137,bottom,the node ciphers you always wanted,0.5,crypto-js
1,1138,bottom,Node.js SDK for Kazoo apis,0.5,kazoo-node-sdk
1,1139,bottom,A type-safe state management solution with atomic mutation support.,0.5,Immer
1,1140,bottom,CSS Driven Timing Library for Animations and Transitions,0.5,animejs
1,1141,bottom,A node package for css url versioner,0.5,css-url-versioner
1,1142,bottom,join two csvs by a column,0.5,csv-parser
1,1143,bottom,API testing made easy.,0.5,supertest
1,1144,bottom,WebRTC abstraction layer for cyclon.p2p WebRTC Comms implementation,0.5,simple-peer
1,1145,bottom,Star plots in d3,0.5,d3-radial-line
1,1146,bottom,Data-driven documents.,0.5,D3.js
1,1147,bottom,A small node.js module which makes it easy to subscribe to daily comic strips. Default support for Dilbert and XKCD.,0.5,comic-scraper
1,1148,bottom,Node.js SDK for Dailymotion API,0.5,dailymotion-sdk
1,1149,bottom,Módulo node.js para gerar DANFEs em .pdf,0.5,pdfkit
1,1150,bottom,A simple database sourced from csv file(s),0.5,csv-parser
1,1151,bottom,Utility to convert aneristic dates to the Discordian calendar,0.5,discordian-date-converter
1,1152,bottom,A set interval that defer the start of the next delay until the callback is executed.,0.5,p-deferred-queue
1,1153,bottom,Exceptions define library,0.5,express-async-errors
1,1154,bottom,Delighted API Node Client,0.5,delighted-node
1,1155,bottom,browserify transform for derequire,0.5,gulp-derequire
1,1156,bottom,Try to detect the type of tabular data and stream it as object stream,0.5,papaparse
1,1157,bottom,Detect file renames based on the file contents,0.5,chokidar
1,1158,bottom,"Deuces, a minimal Redis client based on ♠ Spade, specific for PubSub and Monitor mode. ",0.5,deuces
1,1159,bottom,A simple Node web local server for developments.,0.5,express
1,1160,bottom,Simple command line http server for browserify,0.5,http-server
1,1161,bottom,infinite rolling dial,0.5,react-infinite-calendar
1,1162,bottom,A node.js module for recursively reading directory and nested directories paths.,0.5,fs-extra
1,1163,bottom,efficient dirty checking for templating,0.5,fast-diff
1,1164,bottom,Multipurpose client for the Backpack Displayer API,0.5,axios
1,1165,bottom,Pull a docker image from a registry using node,0.5,dockerode
1,1166,bottom,Prepares any tarball containing a project so that a docker image can be built from it.,0.5,dockerode
1,1167,bottom,Create Dockerfiles from JSON,0.5,dockerode
1,1168,bottom,Azure DocoomentDB ORM,0.5,documentdb-orm
1,1169,bottom,Doge Decimal Classification,0.5,dewey-decimal-classification
1,1170,bottom,a writable stream that replaces the innerHTML of a given dom element on writes.,0.5,stream-to-element
1,1171,bottom,jQuery-like DOM micro-library,0.5,umbrellajs
1,1172,bottom,ignorefile/includefile matching .gitignore spec,0.5,ignore-gitignore
1,1173,bottom,Dot-path based JavaScript object template compiler.,0.5,doT
1,1174,bottom,Download email attachments via IMAP,0.5,node-imap
1,1175,bottom,A HTTP Protocol Adapter for Droonga,0.5,droonga-http-adapter
1,1176,bottom,Returns a an array of the items in coll starting from the first item for which pred(item) returns null/undefined.,0.5,lodash
1,1177,bottom,Fetch the access token of your Dropbox Platform app from the command line,0.5,`dropbox`
1,1178,bottom,Test double for Dropbox API,0.5,sinon
1,1179,bottom,Digital signature tools.,0.5,node-forge
1,1180,bottom,Command-line tool to view the dependency tree of any module. ,0.5,npm-check
1,1181,bottom,Loader middleware for dustjs,0.5,"""connect-dust-loader"""
1,1182,bottom,A collection of converter functions to get good old JavaScript key/value objects into a DynamoDB friendly schema and back again.,0.5,dynamodb-data-types
1,1183,bottom,CipherSet 3a for telehash,0.5,telehash-js
1,1184,bottom,edp bcs command,0.5,shelljs
1,1185,bottom,Easy browsing of Open edX Modulestores,0.5,axios
1,1186,bottom,Node library for Adafruit 8x8 LED Matrix,0.5,ht16k33-led-matrix
1,1187,bottom,Obfuscates e-mail addresses with x's,0.5,email-obfuscator
1,1188,bottom,Plugin for ember-cli-admin that adds multiple languages properties support,0.5,ember-cli-i18n-admin
1,1189,bottom,Ember CLI array slice addon,0.5,lodash
1,1190,bottom,Transpiler your ember-cli .jsx files into js,0.5,@babel/preset-react
1,1191,bottom,Ember addon for DropKick.js,0.5,ember-cli-dropkick
1,1192,bottom,An Ember Addon for PDFJS,0.5,ember-pdfjs-adapter
1,1193,bottom,Control Emic2 TTS module,0.5,emic2-tts-js
1,1194,bottom,"A lightweight, isomorphic event emitter",0.5,mitt
1,1195,bottom,Browserify tech for ENB,0.5,browserify-enb
1,1196,bottom,y-i18n routines,0.5,i18next
1,1197,bottom,Be compatible with http://engine-light.codeforamerica.org/,0.5,express
1,1198,bottom,📺 Retrieve episode information from a filename,0.5,parse-torrent-title
